SK_ID_CURR,TARGET
100001,0.047446444042018435
100005,0.11135064181980384
100013,0.027421680289796403
100028,0.043998507353316126
100038,0.14037719008070051
100042,0.042262221975131416
100057,0.019843304258243523
100065,0.055030275327822786
100066,0.0187459869233588
100067,0.07706384899938516
100074,0.07030613985721079
100090,0.05151247224331721
100091,0.18211623990676998
100092,0.09683207812875286
100106,0.07156299699997073
100107,0.13137312921855598
100109,0.06943918331097274
100117,0.033626174061132344
100128,0.067500465358733
100141,0.03379018461247028
100150,0.02463045664393506
100168,0.018177412215227017
100169,0.04746970181395108
100170,0.05927253361227728
100171,0.04487261031916686
100172,0.12193367802996036
100184,0.05193159342268218
100187,0.07601975649451356
100212,0.06656882435533192
100222,0.07213812085566997
100223,0.027514386387926304
100232,0.023545358372329225
100241,0.17109794612144202
100245,0.026952787454731807
100253,0.02779689060427763
100256,0.07926386172150049
100271,0.016358219149930433
100278,0.2654660491431796
100280,0.016943684015951012
100306,0.161918892533707
100311,0.15058301502859792
100312,0.031601467348792926
100330,0.15434888202137836
100331,0.03959609266525725
100352,0.08230133013941303
100358,0.0653542789306361
100367,0.034019755428207586
100382,0.20486238359839382
100384,0.06728681149777456
100385,0.10017253204376733
100386,0.0418029297005653
100399,0.03302920513154871
100404,0.09141762067199266
100416,0.026780515048842803
100422,0.11922088785445342
100426,0.03669831927612781
100438,0.04559536031520626
100444,0.10976718854163736
100445,0.17867632892547541
100446,0.0703143025607706
100447,0.025775995418879503
100450,0.044869264595907586
100466,0.028119565570609933
100483,0.03054720765896728
100484,0.02160277316325781
100494,0.07824341191120628
100510,0.18706973503668184
100512,0.02509518682508089
100517,0.03139143491244439
100548,0.041612806163427815
100551,0.037339856669860186
100552,0.09935332964584886
100553,0.03098165611165451
100561,0.11854126786209847
100568,0.39442276246243185
100569,0.04435053935725679
100591,0.06811136686550726
100592,0.024738223478573917
100602,0.07341563925305358
100607,0.05667510454731027
100613,0.07477615161902523
100617,0.1745721021692605
100618,0.06794921710765811
100622,0.06335401347033051
100625,0.1619081381341348
100677,0.16401296918372435
100699,0.05172572514088203
100702,0.3784134024135392
100711,0.08392081075950411
100729,0.12013081335937041
100740,0.27559979255776973
100744,0.17582184660080377
100745,0.047695298704830316
100747,0.09435329744224889
100751,0.305682011618243
100752,0.07449142021522506
100753,0.2559277670006995
100754,0.19549943386049112
100760,0.05708294437899423
100762,0.09365444875884886
100763,0.0714647292082236
100765,0.028211493166016795
100770,0.0952286352110369
100772,0.024642593059598074
100777,0.0296763104760668
100791,0.030418927073547947
100792,0.017734600536895913
100797,0.028762945872982303
100823,0.037709111699302286
100826,0.04810793597091996
100830,0.04049239923111375
100836,0.2956186041988964
100872,0.05835187159421149
100910,0.06502896687842029
100913,0.14509884292750486
100918,0.05673078411746792
100931,0.021429569548828287
100952,0.050762609140333516
100953,0.04503388832694978
100965,0.18603063896566469
100970,0.03800984959185799
100982,0.17806839501088695
100983,0.19895735470330686
100984,0.045356895932729055
100987,0.05954737471511821
100997,0.056011697040473055
100998,0.14146115871454232
101002,0.06808786574453893
101005,0.18511904828192888
101008,0.28689958509665364
101020,0.07870573321608118
101021,0.03652686386620341
101024,0.06133288488997992
101025,0.12867309887215964
101026,0.04552009494817989
101031,0.03010639477569089
101041,0.027692465505463938
101051,0.02386459291270105
101055,0.07391022251283148
